2017.09.04 14:29:43.121 | cAlgo started
2017.09.05 02:20:02.943 | cAlgo started
2017.09.05 03:03:23.140 | cAlgo started
2017.09.05 03:31:18.368 | cAlgo started
2017.09.05 03:59:41.730 | cAlgo started
2017.09.06 00:25:07.079 | cAlgo started
2017.09.06 02:41:42.192 | cAlgo started
2017.09.06 10:57:31.185 | cAlgo started
2017.09.06 15:19:30.779 | cAlgo started
2017.09.07 01:15:44.417 | cAlgo started
2017.09.07 01:22:49.237 | cAlgo started
2017.09.07 05:30:56.101 | cAlgo started
2017.09.08 00:36:09.146 | cAlgo started
2017.09.08 15:49:34.156 | cAlgo started
2017.09.09 00:54:26.059 | cAlgo started
2017.09.09 01:06:04.431 | cAlgo started
2017.09.09 01:20:52.266 | cAlgo started
2017.09.10 00:37:15.603 | cAlgo started
2017.09.11 11:16:10.771 | cAlgo started
2017.09.11 20:51:07.481 | cAlgo started
2017.09.11 21:29:03.557 | cAlgo started
2017.09.12 03:15:00.828 | cAlgo started
